server,busy time
station1server1,0.31107698826399893
station1server2,0.09641287298464368
station1server3,0.021648733066545266
station2server1,0.5343280051777721
station2server2,0.3710864043942857
station3server1,0.29107503294327636
station3server2,0.11797936970514077
station3server3,0.022665848742278567
station3server4,0.0036535436631003216
station4server1,0.4832255696009654
station4server2,0.2719226380391768
station4server3,0.11472860081324775
station5server1,1.185642643700321
