,cycle time,objective function,utilisation
0,907.9730958630655,11.929076800861571,0.32038081301895205
1,879.9178191785036,11.542843452951097,0.31224535333572967
2,946.7299465415527,12.725449531453297,0.3053382910905916
3,787.509069539975,9.91733179915449,0.3207819359845095
4,892.6267164229939,11.833309413707656,0.30438025266755764
5,822.213204484141,10.583808424156231,0.31197449839127844
6,906.9753062207661,11.990835597680137,0.3125419505999298
7,1247.1431705508635,17.790521540475847,0.29951979687052105
8,1369.1538297345814,19.805840483982486,0.3013390011593869
9,804.7723954163079,10.223336572707014,0.3189536684231451
