,cycle time,objective function,utilisation
0,698.8162174679762,6.657353506509556,0.4989583451290048
1,722.4063930270097,7.0442704541640975,0.49958360962860643
2,773.9112571321374,7.8926415513346955,0.5005879400867594
3,833.5376796970666,8.874313280145902,0.5017981381471873
4,894.3915738543634,9.902686592373403,0.5003839638532653
5,1057.6851166998124,12.649577750902342,0.49785075274278645
6,683.9037407494117,6.332829162091258,0.5065566517065603
7,805.2833957095928,8.412556722922567,0.5008833205570649
8,825.4381390570153,8.726605811411355,0.5030696506205568
9,1020.0651485747676,12.003459982864712,0.49976258267147494
10,786.6213230057095,8.093370241951645,0.5016985141476848
11,854.4608481894123,9.26796375613416,0.4973050380356046
12,799.7603350030495,8.260541640049132,0.506879727666836
13,825.5214914232425,8.686925760188277,0.5071765763532432
14,813.1801386736065,8.510643105250733,0.5042359205976044
15,860.1519996585157,9.3013734270838,0.5034493233891463
16,848.8639086565086,9.129194411839336,0.5018537399102473
17,854.7180689182759,9.232879609234669,0.5012421539403263
18,828.3541671218119,8.861949210416746,0.4943953574946785
19,953.6713867377423,10.843607992364594,0.505091511993111
20,666.0386743272325,6.022541649493313,0.5078102922627228
21,831.337500420873,8.849824417936969,0.5005800589077579
22,955.1245079157856,10.971502700382416,0.4947239098214009
23,689.3527627516694,6.443143326560292,0.5046069385967532
24,960.5937910888451,10.967530096105387,0.5042366422042031
25,685.2591123819165,6.433035217016013,0.4987949989349262
26,736.8865209227707,7.315688699720656,0.4965753315658857
27,858.934682958554,9.314710896678447,0.5000867152630788
28,977.2829424357033,11.321423518706332,0.4966625521888723
29,773.6016239431111,7.893637477848452,0.49997229212034
30,872.7003421521397,9.53574622114748,0.5009259481388182
31,870.8140459802713,9.49467602656278,0.5018891406441741
