server,busy time
station1server1,0.3565277294698554
station1server2,0.14228504709712356
station1server3,0.028649095445963817
station2server1,0.679494567069267
station2server2,0.5205874600243315
station3server1,0.35649135660853865
station3server2,0.14339249468887472
station3server3,0.03303259852351872
station3server4,0.004385976624468978
station4server1,0.5590884120689553
station4server2,0.3591735088483269
station4server3,0.1566580296517029
station5server1,1.003077228958672
