,cycle time,objective function,utilisation
0,1804.6801106361577,24.780930546775288,0.5297071297160676
1,1986.3183817081256,27.831606312811736,0.5273700048990358
2,2026.8435790750566,28.52116403702793,0.5259562280889684
3,2133.151385126911,30.325465048804336,0.5227058036644184
4,2212.9937911359652,31.61101245573148,0.5272217396534611
5,1786.1274148886594,24.459755067306943,0.5309035180837381
6,2020.105285963831,28.373227823509353,0.5295193609221165
7,2026.122417909134,28.54494506318639,0.5223761901965842
8,1857.5204795730024,25.650398982379592,0.5308275677170445
9,1997.057878517627,27.996002708591057,0.5288295266702725
10,2063.301222330147,29.128927763217074,0.5259425942285378
11,1937.6916924939146,26.99835937259944,0.5296502168965805
12,2100.3802726314307,29.733543608244815,0.5272794268945693
13,2034.3888842386627,28.58963183195254,0.5316849572025174
14,1736.0030151751857,23.649197238541454,0.5284186347711645
15,1998.0523557140589,28.02544784194611,0.5275424753288205
16,1860.1500737943602,25.715778630772586,0.5286722599133417
17,1629.8863373391237,21.767558084059896,0.5397214204925497
18,1954.5887420167398,27.29860648619329,0.527787254741904
19,1888.452580957354,26.1802881497322,0.5293921532890369
20,2028.7229897858915,28.555286842283103,0.5256762987481756
21,2087.5518932914274,29.517556743661043,0.5274974811196077
22,1941.6679890734692,27.112098435605745,0.5249034715618739
23,2098.1839465792627,29.66843672556083,0.5301295717426884
24,2300.450714548319,33.12082595098683,0.5220019291485156
25,2123.815943954787,30.17603726114455,0.52208951381019
26,1886.6399515805283,26.176709098146173,0.5267290094862631
27,1780.5767942094553,24.46003095094217,0.5216248952548752
28,2256.597791054112,32.35726536392117,0.5252697820314023
29,2179.6545085979446,31.094337690681584,0.5233237452617493
30,1859.9630751245245,25.648915692143085,0.5350468893265654
31,2019.985865792805,28.437461729311856,0.5228969367234896
